A1,A12A,A12B,A12B1,A12B2A,A12B2B,A12B2C,A12B2C2,A12B3A,A12B3B,A12B3C,A12B3C2,A12C,A2,A3,A4,A41,B1,B11A,B11B1,B11B2,B2,B2O,B3,B4,B5,B6,B6O,B7,B8A,B8B,B8C,B8D,B8DO,B9,B10,B11,C1,C2,C21,C22A,C22B,C22C,C3,C4,C41A,C41B2,C41B3,C41B4,C41B5,C41B6,C41B7,C41B8,C42,D1,D1O,D2,D2O,D3,D3O,E11,E12,E13,E2,E221,E222,E223,E3,E4,E5,F1,F2,F3,F4,F6,F6O,F7A,F7B,F8,F81,F9,yy,cc,wi,F9_area,F5,city,cityarea
1, , , , , , , , , , , , ,1,7,1,5,2,0,4500,0,3,0,2,8,6,8,0,1,8,2,6,10,0,6,3,4,2,1,2, , , ,8,2,9,9,9,9,9,9,9,9,6,12,420,3,0,7,0,0, , ,1,0,0,0,1,1,1,2,1,4,3,5,0,4,4,2, ,1,2013,1043,0.05,1,14,2,1
1, , , , , , , , , , , , ,1,7,1,3,2,0,2500,0,4,0,2,8,8,5,0,4,8,3,3,7,0,6,2,6, , , , , , , , , , , , , , , , , ,4,0,4,0,4,0,2,1,3,1,0,0,0,1,1,3,1,2,5,3,1,0,2,0,1,6,2,2013,124,0.8,1,22,2,1
1, , , , , , , , , , , , ,1,6,2, ,2,0,25000,0,3,0,1,5,7,7,0,3,5,3,5,0,0,0,0,0, , , , , , , , , , , , , , , , , ,4,0,5,0,2,0,0, , ,1,0,0,0,1,3,3,1,1,6,2,2,0,0,1,1,7,2,1997,100,1.22,1,13,2,1
1, , , , , , , , , , , , ,2,2,1,3,2,0,25000,0,4,0,1,4,5,8,0,3,4,3,5,8,0,0,3,0, , , , , , , , , , , , , , , , , ,11,0,1,0,5,0,2,1,4,2,9,0,0,1,1,1,2,1,4,5,5,0,0,0,2, ,2,1998,124,1.22,1,15,2,1
1, , , , , , , , , , , , ,1,4,1,3,2,0,25000,0,2,0,1,5,6,4,0,3,5,3,4,6,0,2,3,3, , , , , , , , , , , , , , , , , ,3,0,1,0,3,0,1,2,5,1,0,0,0,1,1,1,1,1,5,3,2,0,1,2,1,1,2,1999,124,1.22,1,0,2,1
1, , , , , , , , , , , , ,1,6,1,3,2,0,10000,0,3,0,2,7,4,5,0,1,7,4,3,6,0,1,4,5,2,1,3, , , ,2,1,3,0,0,0,0,0,0,0,0,6,0,3,0,6,0,2,3,1,2,3,6,0,1,1,1,1,1,5,4,5,0,2,1,1,1,2,2002,124,1.22,1,14,2,1
1, , , , , , , , , , , , ,1,8,1,3,1,313,33205,0,3,0,1,5,2,4,0,1,5,2,3,6,0,6,6,3,0,1,0, , , ,0,2,9,9,9,9,9,9,9,9,1,3,0,5,0,8,8000,2,3,1,1,0,0,0,1,1,1,1,1,4,4,7,0,1,2,1,1,2,2003,249,1.22,1,14,2,1
1, , , , , , , , , , , , ,1,5,1,3,2,0,25000,0,2,0,1,7,5,7,0,1,7,2,5,8,0,5,5,1,2,2,0,4,6,1,5,2,9,9,9,9,9,9,9,9,4,6,0,1,0,2,0,4,2,0,1,0,0,0,1,3,1,1,1,6,3,5,0,2,1,1,6,1,1993,149,1.22,1,13,2,1
2,1.00,3.00, , , , , ,3.00,4.00,2.00,5.00,2.00,1,0, , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,9,9,9,0,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,2,1,5,4,8,0,1,2,1,1,2,1995,124,1.22,1,13,2,1
1, , , , , , , , , , , , ,1,8,1,0,2,0,25000,0,5,0,1,1,9,9,0,6,1,1,9,11,150,3,6,3, , , , , , , , , , , , , , , , , ,1,0,1,0,2,0,1,2,4,1,0,0,0,1,1,1,1,1,7,4,9,0,1,1,1,7,2,1996,124,1.22,1,13,2,1
1, , , , , , , , , , , , ,1,6,2, ,2,0,10000,0,1,0,2,7,3,2,0,6,4,2,4,2,0,5,4,3, , , , , , , , , , , , , , , , , ,10,0,1,0,5,0,1,2,4,1,0,0,0,1,1,2,1,1,8,1,1,0,1,2,1,4,2,2000,124,1.22,1,23,2,1
1, , , , , , , , , , , , ,1,0,2, ,2,0,4500,0,0,0,2,6,5,7,0,4,6,1,5,8,0,1,3,1, , , , , , , , , , , , , , , , , ,5,0,1,0,1,0,2,1,5,2,8,5,3,3,3,3,1,2,6,1,2,0,1,1,1,4,2,2005,101,1,1,0,2,1
1, , , , , , , , , , , , ,1,8,1,3,2,0,2500,0,4,0,1,7,4,7,0,1,6,1,4,9,0,3,6,6,3,1,1, , , ,1,1,3,1,1,0,0,0,0,0,0,5,0,1,0,8,15000,2,1,0,1,0,0,0,1,1,3,1,1,4,4,8,0,1,1,2, ,2,2006,197,1,1,12,2,1
1, , , , , , , , , , , , ,2,7,2, ,2,0,2500,0,1,0,2,7,5,4,0,1,6,4,5,0,0,0,2,6,2,1,0, , , ,5,2,9,9,9,9,9,9,9,9,5,3,0,1,0,5,0,1,0, ,1,0,0,0,1,2,2,2,1,4,4,7,0,0,0,1,1,2,2006,124,1,1,14,2,1
1, , , , , , , , , , , , ,1,3,1,3,1,0,78167,8,3,0,2,8,5,3,0,4,8,4,1,2,0,5,3,2, , , , , , , , , , , , , , , , , ,3,0,1,0,2,0,2,4,5,2,0,0,0,1,1,2,1,2,4,3,2,0,1,1,1,6,2,1998,49,1.63,1,14,2,1
1, , , , , , , , , , , , ,1,7,2, ,1,315,714,5,2,0,1,3,6,3,0,5,3,1,4,5,0,6,3,1, , , , , , , , , , , , , , , , , ,5,0,2,0,4,0,1,2,3,1,0,0,0,2,2,2,1,1,5,3,6,0,2,2,1,1,2,2005,124,1,1,14,2,1
1, , , , , , , , , , , , ,1,7,1,3,1,318,20121,3,5,0,1,6,2,4,0,1,6,1,2,5,0,1,3,1,2,2,0,2,6,1,1,2,9,9,9,9,9,9,9,9,5,3,0,1,0,3,0,2,5,1,1,0,0,0,1,1,1,1,2,5,6,8,0,2,2,1,6,2,2005,125,1,1,14,2,1
1, , , , , , , , , , , , ,1,8,1,5,2,0,4500,0,2,0,2,1,8,9,100,6,1,1,8,11,100,6,2,1, , , , , , , , , , , , , , , , , ,11,0,1,0,7,0,2,3,4,1,0,0,0,1,1,3,1,1,4,3,4,0,2,0,1,0,2,2013,399,0.05,1,14,2,1
1, , , , , , , , , , , , ,1,8,1,4,2,0,10000,0,3,0,1,0,5,3,0,6,0,0,5,5,0,6,1,1, , , , , , , , , , , , , , , , , ,4,0,4,0,4,0,0, , ,2,2,0,0,1,3,1,1,1,7,5,6,0,1,0,1,2,1,2008,680,0.06,1,14,2,1
1, , , , , , , , , , , , ,1,7,1,3,1,318,65320,2,2,0,1,6,9,0,0,3,6,4,5,0,0,3,2,5, , , , , , , , , , , , , , , , , ,11,0,4,0,2,0,5,2,4,1,0,0,0,1,2,2,1,2,4,3,4,0,4,2,1,1,2,2004,125,1.22,1,14,2,1
1, , , , , , , , , , , , ,1,8,1,3,2,0,10000,0,2,0,1,1,2,2,0,5,1,1,3,4,0,1,4,3, , , , , , , , , , , , , , , , , ,4,0,1,0,5,0,2,4,5,2,9,1,2,3,3,3,1,2,5,3,6,0,1,1,1,4,2,2004,125,1.22,1,13,2,1
1, , , , , , , , , , , , ,1,8,2, ,2,0,2500,0,4,0,2,5,7,7,0,2,4,1,5,8,0,6,3,3,2,2,0,3,6,1,8,1,3,1,1,0,0,0,0,0,0,3,0,2,0,1,0,2,1,3,2,8,3,9,1,1,1,1,1,3,5,1,0,3,2,1,6,1,2014,124,0.8,1,21,2,1
1, , , , , , , , , , , , ,2,7,1,3,2,0,10000,0,2,0,1,7,9,2,0,3,6,3,3,3,0,0,3,1, , , , , , , , , , , , , , , , , ,9,0,1,0,1,0,1,2,3,1,0,0,0,1,1,1,1,1,5,5,8,0,0,0,1,6,2,2001,124,1.22,1,0,2,1
1, , , , , , , , , , , , ,1,5,1,3,2,0,10000,0,1,0,1,8,2,2,0,1,8,1,3,3,0,1,3,4,4,1,1, , , ,1,1,3,1,1,0,0,0,0,0,0,1,0,1,0,7,0,5,1,3,2,9,8,1,1,1,1,1,2,4,5,7,0,3,2,1,6,2,2004,101,1.22,1,13,2,1
2,1.00,1.00,4.00, , , , , , , , ,5.00,1,0, , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,9,9,9,0,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,1,1,3,6,6,0,1,2,1,1,1,2006,101,1,1,13,2,1
1, , , , , , , , , , , , ,1,1,2, ,1,322,36062,2,3,0,1,3,2,3,0,5,3,2,3,5,0,6,3,1, , , , , , , , , , , , , , , , , ,3,0,2,0,2,0,2,1,5,2,5,8,9,2,1,2,1,1,8,2,4,0,4,2,1,4,2,2001,49,1.63,1,23,2,1
1, , , , , , , , , , , , ,1,3,1,3,1,0,16830,2,1,0,1,6,3,2,0,5,5,2,3,3,0,3,2,2, , , , , , , , , , , , , , , , , ,4,0,1,0,6,0,2,6,0,2,1,9,0,2,2,2,1,2,4,4,6,0,2,2,1,0,2,2006,49,0.9,1,0,2,1
1, , , , , , , , , , , , ,1,5,1,2,1,320,27888,5,3,0,1,8,1,1,0,1,8,1,2,2,0,1,3,1,2,1,1, , , ,1,2,9,9,9,9,9,9,9,9,4,1,0,1,0,1,0,2,5,0,2,9,8,0,1,1,1,2,2,7,2,5,0,3,0,2, ,2,2000,49,1.63,1,14,2,1
1, , , , , , , , , , , , ,1,5,1,3,2,0,4500,0,0,0,1,7,2,7,0,1,6,2,3,9,0,2,4,1,2,2,0,4,4,1,2,2,9,9,9,9,9,9,9,9,5,7,0,1,0,5,0,3,2,4,2,7,9,0,3,3,3,1,1,3,5,5,0,2,1,1,2,6,2005,124,1,3,0,2,1
1, , , , , , , , , , , , ,1,8,1,2,2,0,4500,0,2,0,1,5,2,1,0,5,4,0,3,0,0,6,6,3, , , , , , , , , , , , , , , , , ,2,0,1,0,2,0,2,4,5,2,9,0,0,3,1,3,1,2,6,2,2,0,1,2,1,4,2,1994,49,1.63,1,22,2,1
2,2.00,1.00,4.00, , , , , , , , ,1.00,2,0, , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,9,9,9,0,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,2,1,3,5,3,0,0,0,2, ,2,2008,101,1,1,14,2,1
1, , , , , , , , , , , , ,1,5,1,3,1,320,8000,0,4,0,1,2,8,9,75,6,2,1,8,11,100,6,3,2, , , , , , , , , , , , , , , , , ,6,0,1,0,7,0,1,3,4,2,1,2,3,2,1,1,1,2,6,3,4,0,2,2,1,1,1,2011,249,1.06,1,23,2,1
1, , , , , , , , , , , , ,2,0,2, ,2,0,4500,0,1,0,1,6,6,7,0,3,6,4,3,6,0,0,3,0, , , , , , , , , , , , , , , , , ,7,0,1,0,6,0,2,4,5,1,0,0,0,2,2,2,2,2,4,4,5,0,0,0,1,1,2,2010,125,1.06,1,0,2,1
1, , , , , , , , , , , , ,1,4,1,3,1,520,7500,0,4,0,1,8,9,9,70,3,6,3,5,8,0,1,2,1, , , , , , , , , , , , , , , , , ,12,300,1,0,7,0,2,3,1,1,0,0,0,1,1,1,1,1,4,3,5,0,1,0,2, ,2,2011,124,1.06,1,14,2,1
1, , , , , , , , , , , , ,1,8,1,5,2,0,7500,0,5,0,1,8,4,9,50,1,8,3,3,8,0,3,2,2,3,1,2, , , ,6,2,9,9,9,9,9,9,9,9,1,5,0,5,0,8,10000,6,2,1,1,0,0,0,1,1,1,1,1,3,5,2,0,1,1,1,1,2,2011,175,1.06,1,15,2,1
1, , , , , , , , , , , , ,1,8,1,3,1,313,5841,0,4,0,1,8,3,6,0,1,8,1,4,8,0,6,3,5,2,1,2, , , ,8,2,9,9,9,9,9,9,9,9,1,5,0,1,0,7,0,1,2,3,1,0,0,0,1,1,1,1,1,3,5,5,0,1,1,2, ,2,2014,149,0.8,1,14,2,1
1, , , , , , , , , , , , ,2,4,1,3,1,511,15622,0,5,0,1,8,3,4,0,1,8,4,4,5,0,0,3,6,2,1,1, , , ,6,2,9,9,9,9,9,9,9,9,5,9,0,7,0,5,0,3,1,6,1,0,0,0,1,3,3,2,1,4,3,6,0,0,0,1,6,2,2013,175,0.8,1,12,2,1
1, , , , , , , , , , , , ,2,1,1,0,2,0,2500,0,1,0,1,6,9,3,0,3,6,0,9,2,0,0,2,2, , , , , , , , , , , , , , , , , ,12,0,9,0,1,0,5,4,6,2,7,9,4,1,2,2,2,2,4,3,4,0,1,0,1,4,5,2014,124,0.8,3,0,2,1
1, , , , , , , , , , , , ,2,0,1,3,2,0,4500,0,3,0,1,8,5,5,0,3,8,3,5,5,0,0,3,1, , , , , , , , , , , , , , , , , ,9,0,1,0,6,0,1,2,4,1,0,0,0,2,2,2,2,2,4,5,5,0,0,0,1,1,2,2010,125,1.06,1,0,2,1
1, , , , , , , , , , , , ,1,8,1,0,2,0,4900,0,4,0,1,7,7,8,0,1,6,2,4,8,0,6,2,3,0,2,0,4,7,6,0,2,9,9,9,9,9,9,9,9,0,6,0,6,0,5,0,2,5,1,2,9,7,3,1,2,2,1,1,5,5,9,0,2,0,1,1,3,2012,101,0.8,1,13,2,1
1, , , , , , , , , , , , ,1,8,1,3,2,0,10000,0,2,0,1,5,5,8,0,1,5,5,5,10,0,3,5,1,2,1,0, , , ,1,2,9,9,9,9,9,9,9,9,7,12,0,4,0,2,0,1,2,5,1,0,0,0,1,1,1,1,1,4,6,6,0,1,0,1,5,1,2008,125,1,1,0,2,1
1, , , , , , , , , , , , ,1,4,1,1,1,320,16002,0,2,0,1,7,5,6,0,1,7,4,3,6,0,5,4,2,2,1,0, , , ,1,2,9,9,9,9,9,9,9,9,4,5,0,1,0,6,0,2,3,1,1,0,0,0,1,2,1,1,2,5,3,5,0,3,0,1,1,2,2008,49,0.9,1,13,2,1
1, , , , , , , , , , , , ,2,6,1,3,2,0,80000,0,3,0,1,4,5,2,0,3,4,1,4,3,0,0,3,2, , , , , , , , , , , , , , , , , ,5,0,2,0,6,0,2,5,3,2,9,8,2,1,1,1,1,1,4,3,6,0,0,0,1,1,2,2009,150,1.06,1,14,2,1
1, , , , , , , , , , , , ,1,4,1,3,1,331,10360,0,4,0,1,4,2,6,0,1,4,1,3,8,0,2,3,2,3,2,0,4,6,1,1,1,3,0,0,0,0,0,0,0,0,4,0,1,0,5,0,2,1,4,2,1,5,9,3,1,1,1,1,3,5,5,0,1,0,1,6,2,2011,125,1.06,1,14,2,1
1, , , , , , , , , , , , ,2,1,1,1,2,0,4900,0,1,0,1,6,9,3,0,3,6,0,9,2,0,0,2,1, , , , , , , , , , , , , , , , , ,12,0,9,0,1,0,5,6,4,2,9,7,6,1,2,2,2,2,5,3,4,0,0,2,1,4,6,2012,125,0.8,3,0,2,1
1, , , , , , , , , , , , ,1,8,1,5,2,0,42000,0,3,0,2,5,5,6,0,1,5,4,4,8,0,6,6,1,2,1,0, , , ,6,2,9,9,9,9,9,9,9,9,2,9,0,1,0,3,0,2,5,6,1,0,0,0,1,1,1,1,1,4,4,6,0,2,0,1,1,1,1900,391,0.05,1,14,2,1
1, , , , , , , , , , , , ,1,8,1,3,2,0,10000,0,1,0,1,8,2,5,0,4,8,0,0,7,0,6,3,6, , , , , , , , , , , , , , , , , ,5,0,2,0,2,0,1,3,0,1,0,0,0,2,2,2,1,1,9,1,1,0,1,0,1,6,1,2007,124,1,1,22,2,1
1, , , , , , , , , , , , ,1,8,1,3,1,314,20348,0,5,0,1,6,6,7,0,1,6,1,6,9,0,2,6,2,2,1,1, , , ,8,2,9,9,9,9,9,9,9,9,1,8,0,6,0,5,0,1,2,5,1,0,0,0,1,1,1,1,1,3,5,5,0,3,1,1,6,2,2012,149,0.8,1,12,2,1
1, , , , , , , , , , , , ,1,4,1,3,2,0,2500,0,2,0,2,7,5,7,0,1,6,1,4,8,0,6,2,4,2,1,1, , , ,2,1,3,1,1,0,0,0,0,0,0,7,0,6,0,5,0,3,5,4,2,9,3,8,3,1,3,1,1,4,3,4,0,1,1,1,6,2,2013,124,0.8,1,13,2,1
1, , , , , , , , , , , , ,1,4,1,3,1,317,2500,0,6,0,1,6,2,2,0,1,6,2,3,4,0,6,2,2,2,2,0,5,2,1,8,2,9,9,9,9,9,9,9,9,1,2,0,1,0,4,0,1,2,4,1,0,0,0,1,1,1,1,2,5,5,5,0,0,0,1,1,13,2014,113,0.8,2,13,2,1
1, , , , , , , , , , , , ,1,7,1,3,1,316,9876,0,2,0,1,6,3,6,0,1,6,1,3,7,0,3,3,3,3,1,3, , , ,1,2,9,9,9,9,9,9,9,9,7,8,0,1,0,3,0,1,2,4,1,0,0,0,1,1,1,1,1,4,5,8,0,2,2,2, ,2,2011,150,1.06,1,13,2,1
1, , , , , , , , , , , , ,1,4,1,3,2,0,10000,0,3,0,2,4,4,8,0,6,4,1,4,10,0,6,6,4, , , , , , , , , , , , , , , , , ,4,0,1,0,1,0,2,4,1,1,0,0,0,1,1,1,1,2,4,5,1,0,2,2,1,6,8,2008,101,1,1,22,2,1
1, , , , , , , , , , , , ,1,6,1,1,1,315,23065,4,5,0,1,6,3,6,0,3,6,3,2,7,0,1,2,2, , , , , , , , , , , , , , , , , ,4,0,2,0,5,0,2,3,7,2,9,0,0,1,1,1,1,1,7,5,8,0,1,1,1,4,2,2007,124,1,1,23,2,1
1, , , , , , , , , , , , ,1,8,1,5,2,0,13000,0,0,0,2,8,9,9,0,1,8,5,9,11,0,1,4,1,2,1,1, , , ,1,2,9,9,9,9,9,9,9,9,2,12,0,5,0,8,0,1,2,3,1,0,0,0,2,3,3,1,1,3,3,3,0,3,2,1,1,1,2012,298,0.05,1,22,2,1
1, , , , , , , , , , , , ,1,0,1,0,1,316,25683,4,3,0,1,7,3,4,0,1,7,2,4,5,0,2,2,2,2,2,0,2,6,2,2,2,9,9,9,9,9,9,9,9,7,5,0,2,0,5,0,1,2,4,1,0,0,0,3,1,3,1,1,5,3,5,0,2,0,1,6,2,2008,124,1,1,0,2,1
1, , , , , , , , , , , , ,1,8,1,3,2,0,10000,0,4,0,1,8,6,8,0,3,8,5,1,6,0,3,3,1, , , , , , , , , , , , , , , , , ,11,0,1,0,7,0,2,1,4,1,0,0,0,1,1,1,1,1,4,5,5,0,1,0,1,6,2,2008,124,1,1,12,2,1
1, , , , , , , , , , , , ,1,5,1,4,2,0,10000,0,0,0,1,3,7,9,0,6,3,1,7,11,0,6,1,1, , , , , , , , , , , , , , , , , ,12,0,1,0,7,0,1,0, ,1,0,0,0,1,2,1,1,1,6,4,9,0,3,2,1,1,1,2008,499,0.06,1,23,2,1
1, , , , , , , , , , , , ,1,4,1,3,2,0,10000,0,3,0,1,7,6,5,0,3,7,3,3,6,0,1,3,2, , , , , , , , , , , , , , , , , ,11,0,1,0,7,0,2,3,5,1,0,0,0,1,1,1,1,1,6,4,6,0,1,2,1,6,2,2008,124,1,1,13,2,1
1, , , , , , , , , , , , ,1,4,1,3,2,0,30000,0,5,0,1,6,8,9,65,3,6,2,8,11,0,6,2,6, , , , , , , , , , , , , , , , , ,12,450,3,0,7,0,2,1,3,2,1,6,7,2,2,1,1,1,3,5,3,0,1,1,1,6,2,2009,125,1.06,1,14,2,1
1, , , , , , , , , , , , ,1,8,2, ,1,430,18538,0,5,0,1,6,5,7,0,1,6,1,5,9,0,2,4,1,4,1,1, , , ,1,2,9,9,9,9,9,9,9,9,3,4,0,3,0,3,0,2,1,4,1,0,0,0,2,2,2,2,1,3,5,5,0,1,1,1,6,2,2011,124,1.06,1,12,2,1
1, , , , , , , , , , , , ,1,0,2, ,1,424,20036,0,1,0,1,5,6,7,0,3,5,2,6,9,0,6,2,1, , , , , , , , , , , , , , , , , ,6,0,1,0,1,0,1,0, ,1,0,0,0,1,1,1,1,1,7,2,7,0,3,1,1,1,2,2007,150,1,1,13,2,1
1, , , , , , , , , , , , ,1,3,2, ,2,0,2500,0,4,0,1,5,2,2,0,6,4,1,1,2,0,3,3,1, , , , , , , , , , , , , , , , , ,2,0,1,0,1,0,1,5,4,2,9,4,2,1,1,1,2,1,6,5,8,0,1,2,1,1,2,2006,124,1,1,23,2,1
1, , , , , , , , , , , , ,2,1,1,1,2,0,2500,0,1,0,1,6,9,3,0,3,6,0,9,2,0,0,2,2, , , , , , , , , , , , , , , , , ,12,0,9,0,1,0,4,5,6,2,7,9,4,1,2,2,2,1,4,4,4,0,1,0,1,4,2,2013,125,0.8,1,0,2,1
1, , , , , , , , , , , , ,1,2,1,0,1,523,2,4,2,0,1,7,6,5,0,1,7,2,5,6,0,7,1,1,5,1,0, , , ,2,2,9,9,9,9,9,9,9,9,0,11,0,5,0,7,0,1,2,5,1,0,0,0,1,1,1,1,1,7,1,4,0,1,2,1,1,2,2013,124,0.8,1,12,2,1
1, , , , , , , , , , , , ,1,6,1,5,1,201,30000,0,2,0,1,1,5,8,0,6,1,1,5,10,0,6,6,2, , , , , , , , , , , , , , , , , ,8,0,3,0,7,0,3,1,4,1,0,0,0,2,2,2,1,1,5,6,9,20,2,3,1,1,2,2010,1170,0.08,1,0,2,1
1, , , , , , , , , , , , ,1,1,1,3,1,313,4295,5,5,0,2,7,5,5,0,3,7,2,5,7,0,3,3,1, , , , , , , , , , , , , , , , , ,5,0,1,0,2,0,1,2,0,1,0,0,0,3,2,3,2,1,6,3,6,0,3,2,1,1,2,2013,149,0.8,1,13,2,1
1, , , , , , , , , , , , ,1,8,1,5,1,317,33500,3,3,0,3,8,9,9,150,7,3,2,9,11,200,6,5,2, , , , , , , , , , , , , , , , , ,10,0,5,0,6,0,3,5,4,2,2,5,9,1,1,2,1,1,9,2,3,0,4,2,1,1,1,2006,1170,0.06,1,23,2,1
1, , , , , , , , , , , , ,1,2,1,3,1,314,41251,3,2,0,1,5,2,4,0,1,5,2,2,6,0,3,4,2,1,1,3, , , ,2,2,9,9,9,9,9,9,9,9,1,5,0,5,0,2,0,2,5,3,2,4,5,6,1,1,2,1,1,6,3,4,0,2,2,1,1,2,1993,124,1.22,1,14,2,1
1, , , , , , , , , , , , ,1,8,2, ,1,420,42320,5,3,0,1,3,9,9,60,6,3,2,9,9,0,6,5,3, , , , , , , , , , , , , , , , , ,5,0,5,0,7,0,0, , ,1,0,0,0,1,1,1,0,1,9,2,5,0,2,2,1,4,2,2005,805,0.06,1,23,2,1
1, , , , , , , , , , , , ,1,3,1,3,1,305,32785,5,3,0,2,3,2,4,0,5,3,1,2,6,0,1,5,2, , , , , , , , , , , , , , , , , ,3,0,2,0,3,0,1,2,5,2,4,5,8,1,1,1,1,1,7,1,7,0,4,3,1,1,2,1996,124,1.22,1,12,2,1
1, , , , , , , , , , , , ,1,0,2, ,2,0,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,9,9,9,0,0,0,0,0,0,0,5,1,4,2,7,3,9,1,1,3,2,2,3,6,6,0,0,2,1,4,2,1998,124,1.22,1,13,2,1
1, , , , , , , , , , , , ,1,8,1,3,1,601,68000,0,4,0,1,6,5,5,0,5,4,3,3,6,0,1,6,1, , , , , , , , , , , , , , , , , ,8,0,1,0,3,0,2,1,4,1,0,0,0,1,1,1,1,1,4,5,7,0,4,3,1,6,2,1999,124,1.22,1,13,2,1
1, , , , , , , , , , , , ,1,5,1,3,2,0,25000,0,4,0,1,6,5,7,0,1,6,1,5,9,0,6,4,1,2,1,1, , , ,8,2,9,9,9,9,9,9,9,9,2,5,0,1,0,0,0,1,2,5,2,9,8,5,1,1,2,1,1,4,5,5,0,1,1,1,6,1,1999,124,1.22,1,12,2,1
1, , , , , , , , , , , , ,1,8,1,1,2,0,10000,0,0,0,1,6,1,1,0,1,6,1,1,2,0,1,6,1,1,1,3, , , ,2,2,9,9,9,9,9,9,9,9,4,6,0,1,0,2,0,1,2,4,1,0,0,0,1,1,1,1,2,4,3,4,0,1,2,1,1,2,2000,101,1.22,1,0,2,1
1, , , , , , , , , , , , ,1,2,2, ,2,0,10000,0,4,0,2,1,2,4,0,5,1,2,2,6,0,1,2,2, , , , , , , , , , , , , , , , , ,1,0,1,0,8,6000,1,2,3,2,9,3,2,2,2,2,2,1,8,5,9,15,1,2,1,7,2,2001,124,1.22,1,23,2,1
1, , , , , , , , , , , , ,1,4,1,3,1,327,46732,8,5,0,2,8,2,2,0,4,6,2,1,4,0,3,4,3, , , , , , , , , , , , , , , , , ,1,0,1,0,7,0,2,3,0,1,0,0,0,2,1,2,1,1,5,6,9,0,1,2,1,1,1,2001,125,1.22,1,12,2,1
1, , , , , , , , , , , , ,1,4,2, ,2,0,10000,0,2,0,1,1,2,4,0,1,1,1,3,6,0,5,3,2,3,2,0,4,2,1,1,1,2,0,1,0,0,0,0,0,0,1,0,2,0,2,0,5,2,4,1,0,0,0,1,1,1,1,1,4,6,8,0,1,2,1,7,2,2001,101,1.22,1,13,2,1
1, , , , , , , , , , , , ,1,2,1,1,1,51,21051,3,2,0,1,6,2,5,0,1,6,1,3,7,0,4,3,1,3,1,1, , , ,4,2,9,9,9,9,9,9,9,9,1,4,0,1,0,7,0,1,2,3,1,0,0,0,2,1,2,1,2,5,5,6,0,1,2,1,4,2,2003,101,1.22,1,13,2,1
1, , , , , , , , , , , , ,2,7,1,3,1,318,26608,9,2,0,1,4,2,2,0,3,4,1,3,4,0,0,2,1, , , , , , , , , , , , , , , , , ,2,0,1,0,2,0,2,3,1,2,2,7,3,1,1,1,2,1,4,6,5,0,0,0,1,1,2,2003,124,1.22,1,13,2,1
1, , , , , , , , , , , , ,1,2,1,3,1,418,41726,6,3,0,1,7,5,6,0,1,7,2,3,6,0,6,3,2,5,1,2, , , ,2,2,9,9,9,9,9,9,9,9,2,5,0,3,0,5,0,2,1,4,2,9,1,8,1,1,1,1,1,4,4,7,0,1,2,1,6,2,2003,125,1.22,1,14,2,1
1, , , , , , , , , , , , ,1,8,1,1,1,420,28065,0,0,0,2,1,2,3,0,5,1,1,1,2,0,1,4,1, , , , , , , , , , , , , , , , , ,1,0,1,0,2,0,2,3,1,1,0,0,0,1,1,1,1,1,4,6,7,0,1,2,1,6,2,1998,124,1.22,1,12,2,1
1, , , , , , , , , , , , ,1,2,1,3,1,320,87793,5,5,0,1,7,5,6,0,1,7,2,3,8,0,4,2,5,3,1,1, , , ,3,2,9,9,9,9,9,9,9,9,5,7,0,3,0,3,0,1,4,2,2,1,3,8,1,2,2,1,1,8,4,4,0,1,0,1,7,2,1994,149,1.22,1,14,2,1
1, , , , , , , , , , , , ,1,5,1,3,1,317,24657,2,2,0,1,6,3,5,0,1,6,2,3,7,0,4,3,1,2,1,1, , , ,4,2,9,9,9,9,9,9,9,9,7,6,0,1,0,4,0,2,1,5,1,0,0,0,1,2,2,1,1,9,3,4,0,2,2,1,1,2,1995,124,1.22,1,0,2,1
1, , , , , , , , , , , , ,1,7,1,3,2,0,25000,0,0,0,1,7,6,7,0,5,7,2,5,9,0,6,4,3, , , , , , , , , , , , , , , , , ,7,0,2,0,5,0,2,1,0,2,9,0,0,3,1,3,2,1,8,5,5,0,2,2,1,1,2,1997,124,1.22,1,23,2,1
1, , , , , , , , , , , , ,1,0,1,0,2,0,25000,0,4,0,1,4,4,8,0,1,4,2,3,8,0,6,0,2,1,2,0,4,2,1,8,2,9,9,9,9,9,9,9,9,1,3,0,1,0,4,0,5,4,2,1,0,0,0,3,2,2,1,1,4,4,0,0,2,2,1,1,9,1998,124,1.22,1,0,2,1
